title	label1	label2	label3
The Double Bind	fiction	mystery	contemporary
Summer Rental	chick-lit	fiction	romance
The Ice Twins	thriller	mystery	fiction
The Edge of Always (The Edge of Never, #2)	romance	contemporary	contemporary-romance
The Virgin Blue	historical-fiction	fiction	historical
Salt Sugar Fat: How the Food Giants Hooked Us	non-fiction	food	health
Half Magic (Tales of Magic, #1)	fantasy	childrens	fiction
Dawn of the Dreadfuls (Pride and Prejudice and Zombies, #0.5)	zombies	horror	fiction
Live to Tell (Detective D.D. Warren, #4)	mystery	thriller	fiction
Lilly's Purple Plastic Purse	picture-books	childrens	school
84, Charing Cross Road	non-fiction	books-about-books	memoir
Father Mine (Black Dagger Brotherhood, #6.5)	paranormal	paranormal-romance	vampires
Peace Is Every Step: The Path of Mindfulness in Everyday Life	spirituality	non-fiction	buddhism
Electric Daisy, Vol. 1 (Dengeki Daisy, #1)	manga	graphic-novels	young-adult
Scrappy Little Nobody	non-fiction	memoir	humor
The Einstein Prophecy	fiction	historical-fiction	thriller
Started Early, Took My Dog (Jackson Brodie, #4)	mystery	fiction	crime
Batman: A Death in the Family	graphic-novels	fiction	graphic-novels-comics
TransAtlantic	fiction	historical-fiction	ireland
Eternal Kiss of Darkness (Night Huntress World, #2)	paranormal-romance	paranormal	romance
The Spellman Files (The Spellmans, #1)	mystery	fiction	humor
Books of Blood: Volumes One to Three (Books of Blood #1-3)	horror	fiction	short-stories
The Judas Strain (Sigma Force, #4)	thriller	fiction	adventure
Searching for God Knows What	christian	non-fiction	christianity
The Missing Piece	poetry	childrens	picture-books
Fatherland	fiction	historical-fiction	alternate-history
Freedom™ (Daemon, #2)	science-fiction	fiction	thriller
The Bridge of San Luis Rey	fiction	classics	historical-fiction
White Nights	classics	russian-literature	fiction
Skin Trade (Anita Blake, Vampire Hunter #17)	vampires	paranormal	fantasy
Jesus the Christ	lds	non-fiction	church
Disney's the Lion King	childrens	picture-books	fiction
Shirley	classics	fiction	romance
Born in Ice (Born In Trilogy, #2)	romance	contemporary-romance	contemporary
Villa Incognito	humor	fiction	literature
The Sellout	fiction	humor	race
Fables, Vol. 4: March of the Wooden Soldiers	graphic-novels	comics	fantasy
Night School	thriller	mystery	crime
The Silent Girl (Rizzoli & Isles, #9)	mystery	crime	thriller
Horton Hatches the Egg	childrens	picture-books	fiction
A Shade of Blood (A Shade of Vampire, #2)	paranormal-romance	vampires	paranormal
Beyond Belief: My Secret Life Inside Scientology and My Harrowing Escape	non-fiction	memoir	religion
Apology	philosophy	classics	non-fiction
Preacher, Volume 3: Proud Americans	graphic-novels	fiction	horror
The Wolf Gift (The Wolf Gift Chronicles, #1)	fantasy	horror	fiction
The Little Red Hen (Little Golden Book)	childrens	picture-books	fiction
Lethal	mystery	romantic-suspense	romance
The Terror	horror	historical-fiction	fiction
Madeline's Rescue	picture-books	childrens	fiction
Game Change: Obama and the Clintons, McCain and Palin, and the Race of a Lifetime	politics	non-fiction	history
Garden of Shadows (Dollanganger, #5)	fiction	horror	young-adult
A Perfect Blood (The Hollows, #10)	urban-fantasy	fantasy	paranormal
Joni: An Unforgettable Story	non-fiction	biography	christian
War of the Twins (Dragonlance: Legends, #2)	fantasy	dragonlance	fiction
Cross Fire (Alex Cross, #17)	mystery	fiction	thriller
Brunelleschi's Dome: How a Renaissance Genius Reinvented Architecture	history	non-fiction	art
Creative Visualization: Use the Power of Your Imagination to Create What You Want in Your Life	self-help	non-fiction	spirituality
Metro Girl (Alex Barnaby, #1)	mystery	romance	fiction
Never Never: Part Three (Never Never, #3)	romance	young-adult	contemporary
Second Grave on the Left (Charley Davidson, #2)	urban-fantasy	paranormal	fantasy
Katherine	historical-fiction	fiction	historical
A Short History of Tractors in Ukrainian	fiction	contemporary	humor
Where They Found Her	mystery	fiction	thriller
Industrial Magic (Women of the Otherworld, #4)	urban-fantasy	paranormal	fantasy
Le Petit Nicolas (Le petit Nicolas, #1)	fiction	childrens	humor
The Atlantis Plague (The Origin Mystery, #2)	science-fiction	fiction	thriller
We Were Soldiers Once... and Young: Ia Drang - The Battle that Changed the War in Vietnam	history	non-fiction	war
Whiteout	fiction	thriller	mystery
A Distant Mirror:  The Calamitous 14th Century	history	non-fiction	medieval
Heat	sports	realistic-fiction	young-adult
The Game: Penetrating the Secret Society of Pickup Artists	non-fiction	psychology	biography
N is for Noose (Kinsey Millhone, #14)	mystery	fiction	crime
Just Like Heaven (Smythe-Smith Quartet #1)	historical-romance	romance	historical
Percy Jackson and the Olympians Boxed Set (Percy Jackson and the Olympians, #1-5)	young-adult	mythology	fantasy
Catch Me (Detective D.D. Warren, #6)	mystery	thriller	fiction
The Shop on Blossom Street (Blossom Street, #1)	romance	fiction	chick-lit
Starless Night (Forgotten Realms: Legacy of the Drow, #2; Legend of Drizzt, #8)	fantasy	forgotten-realms	fiction
Night Fall (John Corey, #3)	fiction	thriller	mystery
Trials of Death (Cirque Du Freak, #5)	fantasy	young-adult	vampires
The Bourne Objective (Jason Bourne, #8)	fiction	thriller	mystery
The Score (Off-Campus, #3)	new-adult	romance	sports
Even Now (Lost Love, #1)	christian-fiction	christian	fiction
Testimony	fiction	contemporary	adult-fiction
Magic Rises (Kate Daniels, #6)	urban-fantasy	fantasy	paranormal
Whispers Under Ground (Peter Grant, #3)	fantasy	urban-fantasy	mystery
Unlucky 13 (Women’s Murder Club, #13)	mystery	fiction	thriller
The Best Laid Plans	fiction	thriller	mystery
Nation	fantasy	young-adult	fiction
Secrets of a Summer Night (Wallflowers, #1)	historical-romance	romance	historical
Red: The Heroic Rescue (The Circle, #2)	fantasy	christian-fiction	fiction
A Trick of the Light (Chief Inspector Armand Gamache, #7)	mystery	fiction	canada
White Hot Kiss (The Dark Elements, #1)	paranormal	fantasy	romance
Pandora Hearts 1巻	fantasy	graphic-novels	young-adult
At the Mountains of Madness and Other Tales of Terror	horror	fiction	fantasy
Lit	memoir	non-fiction	biography
Dragonsdawn (Pern, #9)	science-fiction	dragons	fiction
Mockingbird	young-adult	realistic-fiction	fiction
28 حرف	non-fiction	literature	short-stories
I Kissed Dating Goodbye	christianity	non-fiction	christian
The Egypt Game (Game, #1)	fiction	young-adult	childrens
Ellen Foster	fiction	southern	coming-of-age
The Complete Stories	fiction	short-stories	classics
Veganomicon: The Ultimate Vegan Cookbook	cookbooks	cooking	food
Test of the Twins (Dragonlance: Legends, #3)	fantasy	dragonlance	fiction
Wise Blood	fiction	classics	southern-gothic
Kürk Mantolu Madonna	turkish-literature	fiction	turkish
Running with the Demon (Word & Void, #1)	fantasy	urban-fantasy	fiction
In His Steps	christian	christian-fiction	classics
Lothaire (Immortals After Dark #12)	paranormal-romance	paranormal	romance
Knuffle Bunny Too: A Case of Mistaken Identity (Knuffle Bunny, #2)	picture-books	childrens	humor
The Whole Truth (A. Shaw, #1)	fiction	thriller	suspense
Stolen Innocence: My Story of Growing Up in a Polygamous Sect, Becoming a Teenage Bride, and Breaking Free of Warren Jeffs	memoir	non-fiction	autobiography
Out of the Easy	historical-fiction	young-adult	historical
Batman: The Man Who Laughs	comics	graphic-novels	batman
Midnight (Warriors: The New Prophecy, #1)	fantasy	animals	fiction
The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers	entrepreneurship	business	management
The Fallen Star (Fallen Star, #1)	paranormal	young-adult	fantasy
The Illearth War (The Chronicles of Thomas Covenant the Unbeliever, #2)	fantasy	fiction	epic-fantasy
My Booky Wook	non-fiction	biography	memoir
Shadow Spell (The Cousins O'Dwyer Trilogy, #2)	romance	fantasy	paranormal
Just My Type: A Book About Fonts	non-fiction	design	art
Promises in Death (In Death, #28)	mystery	crime	fiction
Love Is a Dog from Hell	poetry	fiction	literature
The Fifth Season (The Broken Earth, #1)	fantasy	fiction	science-fiction
The Zombie Room	thriller	mystery	fiction
The Analyst	thriller	mystery	fiction
Shades of Grey	fantasy	fiction	dystopia
That Was Then, This Is Now	young-adult	fiction	classics
The Mysterious Benedict Society and the Prisoner's Dilemma (The Mysterious Benedict Society, #3)	mystery	fiction	young-adult
The Family Fang	fiction	humor	contemporary
The Pursuit of Happyness	non-fiction	biography	memoir
Min kamp 1 (Min kamp #1)	non-fiction	biography	contemporary
A Red Herring Without Mustard (Flavia de Luce, #3)	mystery	fiction	historical-fiction
No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II	history	biography	non-fiction
Straight Man	fiction	humor	contemporary
The Moviegoer	fiction	classics	literature
The Cherry Orchard	plays	classics	drama
11 Birthdays (Willow Falls, #1)	fantasy	middle-grade	realistic-fiction
Unfinished Tales of Númenor and Middle-Earth	fantasy	fiction	classics
Sisterhood Everlasting (Sisterhood, #5)	young-adult	fiction	chick-lit
Infinity Welcomes Careful Drivers (Red Dwarf #1)	humor	science-fiction	comedy
Coyote Blue	fiction	humor	fantasy
فوضى الحواس	fiction	novels	romance
Orthodoxy	religion	christian	christianity
Fancy Nancy	picture-books	childrens	fiction
The Heart of the Matter	classics	africa	literature
The Long Haul (Diary of a Wimpy Kid, #9)	humor	fiction	middle-grade
Talking to Dragons (Enchanted Forest Chronicles, #4)	fantasy	young-adult	dragons
Sail	mystery	fiction	thriller
The Sleeper and the Spindle	fantasy	graphic-novels	fairy-tales
A Fall of Marigolds	historical-fiction	fiction	historical
Beauty's Punishment (Sleeping Beauty, #2)	fiction	erotica	romance
The Negotiator (O'Malley, #1)	christian-fiction	christian	fiction
Can Love Happen Twice?	romance	fiction	love
A Lion Among Men (The Wicked Years, #3)	fantasy	fiction	fairy-tales
Shadow of a Dark Queen (The Serpentwar Saga, #1)	fantasy	fiction	epic-fantasy
This Boy's Life	memoir	non-fiction	biography
Patient Zero (Joe Ledger, #1)	zombies	horror	thriller
Death Comes for the Archbishop	fiction	classics	historical-fiction
Fair Game (Alpha & Omega, #3)	urban-fantasy	fantasy	paranormal
The Son of Sobek (Percy Jackson & Kane Chronicles Crossover, #1)	fantasy	mythology	fiction
Tartuffe	plays	classics	drama
Passion Unleashed (Demonica #3)	paranormal-romance	paranormal	romance
High School Debut, Vol. 01 (High School Debut, #1)	manga	romance	graphic-novels
في ديسمبر تنتهي كل الأحلام	novels	romance	fiction
Just for You (Little Critter)	childrens	picture-books	fiction
Amazonia	thriller	adventure	fiction
Feeling Good: The New Mood Therapy	health	mental-health	non-fiction
Blue Smoke	romantic-suspense	mystery	fiction
Predator (Kay Scarpetta, #14)	mystery	fiction	crime
Codependent No More: How to Stop Controlling Others and Start Caring for Yourself	self-help	non-fiction	psychology
Oblomov	classics	russia	literature
Inca Gold (Dirk Pitt, #12)	fiction	adventure	thriller
Delicious!	food	fiction	romance
NurtureShock: New Thinking About Children	non-fiction	parenting	psychology
Wild Fire (John Corey, #4)	fiction	mystery	suspense
Two Little Girls in Blue	mystery	fiction	suspense
Daughter of the Empire (The Empire Trilogy, #1)	fantasy	fiction	epic-fantasy
Everlost (Skinjacker, #1)	fantasy	young-adult	paranormal
Dreams of a Dark Warrior (Immortals After Dark #11)	paranormal-romance	paranormal	romance
Theodore Boone: Kid Lawyer (Theodore Boone, #1)	mystery	young-adult	fiction
Jimmy Corrigan, the Smartest Kid on Earth	graphic-novels	comics	fiction
A Year Down Yonder (A Long Way from Chicago, #2)	historical-fiction	young-adult	fiction
Own the Wind (Chaos, #1)	romance	contemporary-romance	contemporary
Marina	young-adult	horror	fiction
My Name Is Memory	fantasy	historical-fiction	chick-lit
Written on the Body	fiction	lgbt	queer
Tiger's Voyage (The Tiger Saga, #3)	fantasy	young-adult	romance
Dead and Alive (Dean Koontz's Frankenstein, #3)	horror	fiction	thriller
Genome: the Autobiography of a Species in 23 Chapters	science	non-fiction	biology
The Going-To-Bed Book	childrens	picture-books	fiction
Knocked Out by My Nunga-Nungas (Confessions of Georgia Nicolson, #3)	young-adult	fiction	chick-lit
Desecration (Left Behind, #9)	christian-fiction	christian	fiction
Redeployment	short-stories	fiction	war
Going Bovine	young-adult	fantasy	fiction
The Postman Always Rings Twice	fiction	classics	mystery
The Dead-Tossed Waves (The Forest of Hands and Teeth, #2)	young-adult	zombies	dystopia
Shadow Divers	non-fiction	history	adventure
Moon Over Manifest	historical-fiction	young-adult	fiction
The Glass Palace	fiction	historical-fiction	india
Chopsticks	young-adult	graphic-novels	romance
Every Fifteen Minutes	mystery	fiction	thriller
The Eye of Minds (The Mortality Doctrine, #1)	young-adult	science-fiction	dystopia
4:50 from Paddington (Miss Marple, #8)	mystery	crime	fiction
Ceremony in Death (In Death, #5)	mystery	romance	crime
Cockroaches (Harry Hole, #2)	crime	mystery	fiction
Grave Surprise (Harper Connelly, #2)	mystery	fantasy	urban-fantasy
City of the Beasts (Eagle and Jaguar, #1)	fantasy	young-adult	fiction
أولاد حارتنا	egyptian-literature	history	drama
The Scar (Bas-Lag, #2)	fantasy	fiction	science-fiction
Haunted (The Mediator, #5)	young-adult	paranormal	romance
Dragondrums (Harper Hall, #3)	dragons	fantasy	fiction
The Story of Beautiful Girl	historical-fiction	fiction	romance
Galileo's Daughter: A Historical Memoir of Science, Faith and Love	history	non-fiction	science
Mila 18	historical-fiction	fiction	holocaust
Drawing from Memory	biography	art	memoir
Sea of Poppies (Ibis Trilogy, #1)	fiction	historical-fiction	india
Nightfall	science-fiction	fiction	fantasy
How I Became a Pirate	picture-books	childrens	pirates
The Monkey Wrench Gang (Monkey Wrench Gang, #1)	fiction	nature	environment
Last Night in Twisted River	fiction	contemporary	historical-fiction
Love Wins: A Book About Heaven, Hell, and the Fate of Every Person Who Ever Lived	non-fiction	theology	religion
Bite Club (The Morganville Vampires, #10)	urban-fantasy	romance	supernatural
A Matter of Honor	fiction	thriller	mystery
Mr. Perfect	romance	romantic-suspense	suspense
Up to Me (The Bad Boys, #2)	romance	new-adult	contemporary-romance
Waking Up Married (Waking Up, #1)	romance	contemporary	contemporary-romance
No Time for Goodbye (No Time For Goodbye #1)	mystery	thriller	crime
Ida B. . . and Her Plans to Maximize Fun, Avoid Disaster, and (Possibly) Save the World	realistic-fiction	fiction	childrens
The Dragon Keeper (Rain Wild Chronicles, #1)	fantasy	dragons	fiction
A Sand County Almanac and Sketches Here and There	non-fiction	nature	science
Lassie Come-Home	classics	animals	fiction
The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet, Weight Loss, And Long-term Health	food	reference	non-fiction
The Gruffalo	picture-books	childrens	fiction
The Salmon of Doubt (Dirk Gently, #3)	science-fiction	fantasy	non-fiction
The City and the Stars	science-fiction	fiction	classics
Tokyo Ghoul, tome 1 (Tokyo Ghoul, #1)	manga	horror	graphic-novels
How to Train Your Dragon (How to Train Your Dragon, #1)	fantasy	dragons	childrens
Brief Interviews with Hideous Men	short-stories	fiction	american
All Around the Town	mystery	fiction	suspense
L.A. Candy (L.A. Candy, #1)	young-adult	chick-lit	fiction
The Siren	fantasy	young-adult	romance
The Quiet Game	mystery	fiction	thriller
American Sphinx: The Character of Thomas Jefferson	history	biography	non-fiction
Headhunters	crime	thriller	mystery
The Messenger (Gabriel Allon, #6)	thriller	fiction	mystery
The Sheltering Sky	fiction	classics	africa
The Rest of Us Just Live Here	young-adult	fantasy	contemporary
The Lady Elizabeth	historical-fiction	historical	fiction
